,SE_NUMBER,TIME,BID_PRICE,PRICE,DATE,TITLE,CONTENT
149,1.0,09:30,48.46,48.8,15/06/2020,Giá vàng ngày 15/6/2020: đầu tuần khởi sắc,"Mở màn phiên giao dịch đầu tuần ngày 15/6/2020, giá vàng tăng từ 10.000 đến 40.000 đồng/lượng. Mức giá chênh lệch mua vào bán ra từ 140.000 đến 360.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại Công ty Vàng Bạc Đá Quý Sài Gòn giao dịch ở mức 48.460.000/lượng mua vào (tăng 40.000/lượng) và 48.820.000/lượng (tăng 30.000/lượng). Mức chênh lệch mua bán là 360.000/lượng
Tại hệ thống Bảo Tín Minh Châu, giá vàng niêm yết ở mức 48.520.000/lượng mua vào và 48.670.000/lượng bán ra, tăng 10.000/lượng chiều mua và 20.000/lượng chiều bán. Chênh lệch mua bán là 140.000/lượng
Giá vàng mua vào bán ra tại PNJ giảm 30.000/lượng cả 2 chiều so với ngày hôm qua về mức 48.470.000 và 48.720.000/lượng. Giá chênh lệch là 250.000/lượng
Giá vàng Phú Quý giao dịch mua vào bán ra lần lượt là 48.500.000 và 48.700.000/lượng, tăng 20.000/lượng cả 2 chiều. Do đó, mức giá chênh lệch duy trì ở 200.000/lượng
Giá vàng DOJI không thay đổi so với hôm qua, ở mức 48.500.000/lượng mua vào và 48.650.000/lượng bán ra. Mức chênh lệch mua vào bán ra là 150.000/lượng

Giá vàng thế giới


Giá vàng giao ngay tăng 0,2% lên 1.733,45 USD/oz. Giá vàng tương lai tăng 0,2% lên mức 1.740,90 USD/oz."
150,1.0,16:00,48.32,48.67,16/06/2020,Giá vàng ngày 16/6/2020: tăng nhẹ,"Giá vàng ngày 16/6/2020 tăng nhẹ từ 20.000 đến 70.000 đồng/lượng. Giá chênh lệch mua vào bán ra từ 160.000 đến 370.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC giao dịch ở mức 48.400.000/lượng mua vào (tăng 20.000/lượng), bán ra ở mức 48.770.000/lượng (tăng 30.000/lượng). Chênh lệch mua vào bán ra 370.000/lượng.
Giá vàng tại Bảo Tín Minh Châu mua vào bán ra lần lượt là 48.450.000 và 48.620.000/lượng, tăng 50.000/lượng chiều mua vào và 40.000/lượng chiều bán ra. Giá chênh lệch là 170.000/lượng mua vào bán ra
Tại PNJ, giá vàng niêm yết ở 48.470.000/lượng mua vào và 48.720.000/lượng bán ra, tăng 40.000/lượng cả 2 chiều. Mức chênh lệch giá là 250.000/lượng
Tại Phú Quý, giá vàng không thay đổi so với chốt phiên giao dịch trước, duy trì ở mức 48.450.000/lượng mua vào và 48.650.000/lượng bán ra. Mức chênh lệch tiếp tục ở 200.000/lượng
Giá vàng DOJI mua vào ở mức 48.470.000/lượng (tăng 70.000/lượng), bán ra ở mức 48.630.000/lượng (tăng 30.000/lượng). Chênh lệch mua vào bán ra ở mức 160.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay giảm 0,2% xuống còn 1.726,61 USD/oz. Trong khi đó, giá vàng tương lai giảm 0,6% xuống còn 1.727,20 USD/oz."
151,1.0,16:00,48.25,48.6,17/06/2020,Giá vàng ngày 17/6/2020: quay đầu giảm giá,"Giá vàng ngày 17/6/2020 chứng kiến sự sụt giảm tương đối mạnh từ 20.000 đến 130.000 đồng/lượng. Mức chênh lệch giá mua vào bán ra từ 140.000 đến 370.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC giảm 120.000/lượng cả 2 chiều về mức 48.280.000/lượng mua vào và 48.650.000/lượng bán ra. Giá chênh lệch mua vào bán ra là 370.000/lượng.
Giá vàng tại hệ thống Bảo Tín Minh Châu giao dịch ở mức 48.430.000/lượng mua vào (giảm 20.000/lượng) và 48.570.000/lượng bán ra (giảm 50.000/lượng). Mức chênh lệch mua vào bán ra là 140.000/lượng
Giá vàng mua vào bán ra ở PNJ lần lượt là 48.340.000 và 48.590.000/lượng, giảm 130.000/lượng cả 2 chiều. Mức chênh lệch 250.000 mua vào bán ra được duy trì
Tại Phú Quý, giá vàng mua vào giảm 50.000/lượng về mức 48.400.000/lượng; giá vàng bán ra giảm 80.000/lượng về mức 48.570.000/lượng. Chênh lệch mua bán là 170.000/lượng
Tập đoàn DOJI niêm yết vàng mua vào ở mức 48.430.000/lượng và bán ra ở mức 48.580.000/lượng, giảm 40.000/lượng chiều mua và 50.000/lượng chiều bán. Giá chênh lệch là 150.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay ở mức 1.724,51 USD/oz, giảm 6 USD/oz so với hôm qua.
Giá vàng giao tháng 8/2020 ở mức 1.735,6 USD/oz, giảm 0,9 USD/oz trong phiên."
152,1.0,12:52,48.28,48.61,18/06/2020,Giá vàng ngày 18/6/2020: trong nước và thế giới đều tăng,"Giá vàng hôm nay ngày 18/6/2020 tăng nhẹ từ 10.000 đến 30.000 đồng/lượng. Mức chênh lệch mua vào bán ra từ 120.000 đến 350.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại Công ty Vàng Bạc Đá Quý Sài Gòn giao dịch ở mức 48.280.000/lượng mua vào (tăng 30.000/lượng), bán ra ở mức 48.630.000/lượng (tăng 10.000/lượng). Mức chênh lệch mua vào bán ra là 350.000/lượng.
Giá vàng tại tập đoàn Bảo Tín Minh Châu mua vào bán ra lần lượt là 48.410.000 và 48.550.000/lượng, không thay đổi ở chiều mua và giảm 20.000/lượng chiều bán. Do đó, giá chênh lệch mua bán giảm còn 140.000/lượng
Giá vàng niêm yết tại PNJ ở mức 48.330.000/lượng mua vào và 48.580.000/lượng bán ra, tăng 30.000/lượng cả 2 chiều. Giá chênh lệch mua vào bán ra duy trì ở mức 250.000/lượng
Giá vàng tại Phú Quý giảm 30.000/lượng chiều mua vào xuống còn 48.370.000/lượng, trong khi chiều bán ra giữ nguyên ở mức 48.570.000/lượng. Chênh lệch mua vào bán ra là 200.000/lượng
Tập đoàn DOJI giao dịch giá vàng ở mức 48.400.000/lượng mua vào (không thay đổi so với hôm qua) và 48.550.000/lượng bán ra (giảm 30.000/lượng). Giá chênh lệch mua vào bán ra là 120.000/lượng

Giá vàng thế giới
[caption id=""attachment_6027"" align=""aligncenter"" width=""665""] Giá vàng ngày 18/6/2020: trong nước và thế giới đều tăng[/caption]
Ở thị trường thế giới, giá vàng giao ngay tăng lên mốc 1.721 USD/ounce. Vàng giao tháng 8/2020 ở mức 1.730 USD/oz."
153,1.0,13:50,48.34,48.67,19/06/2020,Giá vàng ngày 19/6/2020: trong nước và thế giới đều giảm,"Giá vàng ngày 19/6/2020 giảm từ 20.000 đến 50.000 đồng/lượng. Mức giá chênh lệch mua vào bán ra giao động từ 160.000 đến 350.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC giảm 30.000/lượng cả 2 chiều về mốc 48.340.000/lượng mua vào và 48.690.000/lượng bán ra. Chênh lệch mua vào bán ra duy trì ở 350.000/lượng
Giá vàng tại Bảo Tín Minh Châu giao dịch ở mức 48.390.000/lượng mua vào (giảm 30.000/lượng) và 48.550.000/lượng bán ra (giảm 20.000/lượng). Chênh lệch giá mua bán là 160.000/lượng
Tại PNJ, giá vàng mua vào bán ra niêm yết lần lượt là 48.360.000 và 48.610.000/lượng, giảm 40.000/lượng cả 2 chiều. Mức chênh lệch giữ nguyên ở 250.000/lượng mua vào bán ra.
Tập đoàn Phú Quý niêm yết giá vàng mua vào 48.370.000/lượng và bán ra 48.570.000/lượng, giảm 30.000/lượng cả 2 chiều. Giá chênh mua bán là 200.000/lượng
Giá vàng mua vào tại DOJI giảm 20.000/lượng về mức 48.380.000/lượng, giá bán ra giảm 50.000/lượng về mức 48.550.000/lượng. Chênh lệch mua bán là 170.000/lượng

Giá vàng thế giới

Chốt phiên giao dịch rạng sáng nay (giờ Hà Nội), giá vàng thế giới giao dịch ở mốc 1.722 USD/oz, giảm nhẹ khoảng 4 USD/oz so với chốt phiên giao dịch trước."
154,1.0,08:35,48.48,48.83,20/06/2020,Giá vàng ngày 20/6/2020: đồng loạt tăng phiên cuối tuần,"Giá vàng phiên cuối tuần ngày 20/6/2020 chứng kiến sự tăng giá mạnh mẽ từ 110.000 đến 290.000 đồng/lượng. Mức chênh lệch mua vào bán ra từ 190.000 đến 400.000 đồng/lượng.
Giá vàng trong nước


Giá vàng SJC giao dịch ở mức 48.500.000/lượng mua vào (tăng 110.000/lượng) và 48.870.000/lượng bán ra (tăng 130.000/lượng). Mức chênh lệch mua vào bán ra là 370.000/lượng
Giá vàng tại Bảo Tín Minh Châu mua vào ở mức 48.560.000/lượng, bán ra ở mức 48.750.000/lượng, tăng 140.000/lượng chiều mua và 180.000/lượng chiều bán. Giá chênh lệch mua vào bán ra là 190.000/lượng
Giá vàng PNJ mua vào bán ra lần lượt là 48.500.000 và 48.900.000/lượng, tăng 140.000/lượng chiều mua và 290.000/lượng chiều bán. Chênh lệch mua bán lên đến 400.000/lượng
Giá vàng Phú Quý cùng tăng 180.000/lượng cả 2 chiều lên mức 48.550.000/lượng mua vào và 48.750.000/lượng bán ra. Giá  chênh lệch mua vào bán ra 200.000/lượng
Tại DOJI, giá vàng mua vào ở mức 48.550.000/lượng, bán ra 48.750.000/lượng, tăng 150.000/lượng cả 2 chiều. Giá chênh lệch mua vào bán ra là 200.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay ở mức 1.744 USD/oz, tăng 20 USD/oz so với phiên giao dịch hôm qua."
155,,,,,21/06/2020,Giá vàng ngày 21/6/2020: tiếp tục tăng,"Giá vàng ngày 21/6/2020 tiếp tục đà tăng từ 20.000 đến 150.000 đồng/lượng. Giá chênh lệch mua vào bán ra dao động từ 180.000 đến 400.000 đồng/lượng.
Giá vàng trong nước


Giá vàng SJC tăng 20.000/lượng cả 2 chiều lên mức 48.500.000/lượng mua vào và 48.870.000/lượng bán ra. Giá chênh lệch mua vào bán ra là 370.000/lượng
Giá vàng Bảo Tín Minh Châu giữ nguyên như hôm qua ở mức 48.560.000/lượng mua vào và 48.740.000/lượng bán ra. Mức chênh lệch duy trì ở 180.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 48.500.000/lượng và 48.900.000/lượng, không thay đổi so với hôm qua. Chênh lệch duy trì ở 400.000/lượng mua bán
Giá vàng Phú Quý mua vào ở mức 48.550.000/lượng mua vào (tăng 50.000/lượng), bán ra ở mức 48.750.000/lượng, không thay đổi so với hôm qua. Giá chênh lệch mua vào bán ra là 200.000/lượng
Giá vàng DOJI giao dịch ở mức 48.550.000/lượng mua vào (tăng 100.000/lượng) và 48.750.000/lượng bán ra (tăng 150.000/lượng). Giá chênh lệch là 200.000/lượng

Giá vàng thế giới

Kết thúc phiên giao dịch cuối tuần, giá vàng thế giới giao dịch ở mức 1.743,8 USD/oz, tăng 13,3 USD/oz so với cuối tuần trước."
156,1.0,08:25,48.58,48.93,22/06/2020,Giá vàng ngày 22/6/2020: đồng loạt khởi sắc đầu tuần,"Giá vàng ngày 22/6/2020 chứng kiến sự tăng trưởng mạnh mẽ từ 80.000 đến 150.000 đồng/lượng. Giá chênh lệch mua vào bán ra từ 160.000 đến 370.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 80.000/lượng cả 2 chiều lên mức 48.580.000/lượng mua vào và 48.950.000/lượng bán ra. Chênh lệch mua vào bán ra duy trì ở mức 370.000/lượng
Giá vàng tại hệ thống Bảo Tín Minh Châu mua vào ở mức 48.680.000/lượng (tăng 120.000/lượng), bán ra 48.840.000/lượng (tăng 100.000/lượng). Giá chênh lệch mua bán là 160.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 48.630.000/lượng và 48.880.000/lượng, tăng 130.000/lượng chiều mua và giảm 20.000/lượng chiều bán. Mức chênh lệch mua vào bán ra là 250.000/lượng
Giá vàng Phú Quý tăng 100.000/lượng cả 2 chiều lên mức 48.650.000/lượng mua vào và 48.850.000/lượng bán ra. Theo đó, chênh lêch mua bán vẫn duy trì ở mức 200.000/lượng
Giá vàng DOJI mua vào ở mức 48.700.000/lượng và bán ra ở mức 48.870.000/lượng, tăng 150.000/lượng chiều mua và 120.000/lượng chiều bán. Chênh lệch mua bán là 170.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay ở mức 1.759,9 USD/oz, tăng 16,1 USD/oz (0,92%) so với thời điểm chốt phiên cuối tuần."
157,1.0,08:25,48.7,49.05,23/06/2020,Giá vàng ngày 23/6/2020: vượt mốc 49 triệu đồng/lượng,"Giá vàng ngày 23/6/2020 vượt mốc 49 triệu đồng/lượng với mức tăng từ 20.000 đến 150.000 đồng/lượng. Giá chênh lệch mua vào bán ra từ 180.000 đến 370.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC tăng 100.000/lượng cả 2 chiều, lên mức 48.650.000/lượng mua vào và 49.020.000/lượng bán ra. Giá chênh lệch mua bán là 370.000/lượng
Giá vàng Bảo Tín Minh Châu niêm yết ở mức 48.750.000/lượng mua vào (tăng 90.000/lượng) và 48.930.000/lượng bán ra (tăng 110.000/lượng). Mức chênh lệch mua bán tăng lên 180.000/lượng
Giá vàng PNJ mua vào ở mức 48.650.000/lượng và bán ra ở mức 48.900.000/lượng, tăng 20.000/lượng cả 2 chiều. Chênh lệch mua bán duy trì ở 250.000/lượng
Tại Phú Quý, giá vàng giao dịch ở mức 48.700.000 - 48.950.000/lượng (mua vào - bán ra), tăng 50.000/lượng mua vào và 100.000/lượng bán ra. Giá chênh lệch mua bán là 250.000/lượng
Giá vàng DOJI tăng 110.000/lượng mua vào lên mức 48.760.000/lượng và tăng 150.000/lượng bán ra lên mức 48.950.000/lượng. Chênh lệch mua bán lên mức 190.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay đã lên mốc 1.755,30 USD/oz, tăng 10,50 USD/oz, tương đương 0,60%.
Tính từ đầu năm 2020 đến hiện tại, giá vàng đã tăng khoảng 15% do những nỗ lực bơm tiền vào nền kinh tế của ngân hàng trung ương các nước. Nhưng đà tăng được dự đoán là vẫn tiếp diễn. Goldman Sachs dự báo vàng sẽ đạt mức kỷ lục 2.000 USD/oz trong vòng 12 tháng tới, trong khi JPMorgan Chase & Co. khuyến nghị các nhà đầu tư nên mua vàng trong tình hình thị trường như hiện tại.
Các quỹ giao dịch vàng lớn nhất trên thế giới cũng đang đẩy mạnh mua vàng để tích trữ. Theo Bloomberg, quỹ giao dịch vàng lớn nhất thế giới SPDR Gold đã mua vào thêm 23.000 kg vàng trong phiên ngày Thứ 6 cuối tuần qua."
158,1.0,08:25,48.87,49.25,24/06/2020,Giá vàng ngày 24/6/2020: vàng lập đỉnh mới,"Giá vàng ngày 24/6/2020 tiếp tục duy trì trên 49 triệu/lượng, với mức tăng từ 120.000 đến 320.000 đồng/lượng. Chênh lệch mua bán từ 250.000 đến 400.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC mua vào ở mức 48.800.000/lượng (tăng 120.000/lượng), bán ra ở mức 49.200.000/lượng (tăng 150.000/lượng). Chênh lệch mua bán là 400.000/lượng
Giá vàng Bảo Tín Minh Châu mua vào tăng 230.000/lượng lên mức 48.960.000/lượng, trong khi đó chiều bán ra tăng 320.000/lượng lên mức 49.220.000/lượng. Giá chênh mua vào bán ra là 260.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 48.840.000 và 49.150.000/lượng, tăng 160.000/lượng chiều mua và 200.000/lượng chiều bán. Mức chênh lệch mua bán ở mốc 310.000/lượng
Tập đoàn Phú Quý điều chỉnh tăng 250.000/lượng cả 2 chiều, lên mức 48.950.000/lượng chiều mua và 49.200.000/lượng chiều bán. Chênh lệch mua bán duy trì ở 250.000/lượng
Tại DOJI, giá vàng niêm yết ở mức 48.950.000/lượng mua vào và 49.200.000/lượng bán ra, tăng 220.000/lượng mua vào và 300.000/lượng bán ra. Chênh lệch mua bán tăng lên 250.000/lượng

Giá vàng thế giới

Giá vàng thế giới chốt phiên giao dịch sáng nay tại mốc 1.767 USD/oz, tăng 13 USD/oz so với chốt phiên giao dịch trước.
Giá vàng thế giới đã tăng thêm 16% trong năm 2020, do ảnh hướng của các biện pháp kích thích nền kinh tế được đưa ra trên toàn cầu, cũng như ảnh hưởng từ sự lo ngại của giới đầu tư trước các diễn biến phức tạp của tình hình dịch bệnh Covid-19."
159,1.0,08:45,48.85,49.23,25/06/2020,"Giá vàng ngày 25/6/2020: kết thúc đà tăng, vàng quay đầu giảm","Giá vàng ngày hôm nay 25/6/2020 quay đầu giảm giá từ 50.000 đến 120.000 đồng/lượng. Chênh lệch mua vào bán ra từ 170.000 đến 400.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại SJC giao dịch ở mức 48.760.000/lượng mua vào và 49.160.000/lượng bán ra, giảm 100.000/lượng cả 2 chiều. Mức chênh lệch mua bán duy trì ở 400.000/lượng
Giá vàng Bảo Tín Minh Châu giảm 90.000/lượng cả 2 chiều về mức 48.900.000/lượng mua vào và  49.100.000/lượng bán ra. Giá chênh lệch mua bán là 200.000/lượng
Tại PNJ, giá vàng mua vào bán ra lần lượt là 48.840.000 và 49.150.000/lượng, giảm 110.000/lượng chiều mua và 120.000/lượng chiều bán. Chênh lệch mua bán ở mức 310.000/lượng
Giá vàng tại Phú Quý mua vào ở mức 48.900.000/lượng (giảm 50.000/lượng), bán ra ở mức 49.200.000/lượng (giảm 100.000/lượng). Chênh lệch 300.000/lượng mua bán
Giá vàng DOJI mua vào 48.930.000/lượng, bán ra 49.100.000/lượng, giảm 70.000/lượng chiều mua và 100.000/lượng chiều bán. Giá chênh lệch mua vào bán ra là 170.000/lượng

Giá vàng thế giới

Giá vàng thế giới giao ngay ở mức 1.762,4 USD/oz, giảm 5,1 USD/oz, tương đương 0,29% so với phiên trước.
Mặc dù giá giảm nhẹ, nhưng trong năm nay vàng vẫn tăng trên 16%, do tác động của các biện pháp kích thích nền kinh tế và cắt giảm lãi suất của các ngân hàng trung ương"
160,1.0,11:10,48.83,49.18,26/06/2020,Giá vàng ngày 26/6/2020: vàng vẫn ngự trị trên đỉnh,"Giá vàng ngày 26/6/2020 vẫn duy trì trên mức 49 triệu đồng với giao động từ giảm 50.000 đến tăng 20.000 đồng/lượng. Chênh lệch mua bán từ 240.000 đến 370.000 đồng/lượng.
Giá vàng trong nước


Giá vàng tại Công ty VBĐQ Sài Gòn giao dịch ở mức 48.830.000/lượng mua vào (tăng 10.000/lượng), 49.200.000/lượng bán ra (giảm 20.000/lượng). Chênh lệch mua vào bán ra ở mức 370.000/lượng
Giá vàng tại Bảo Tín Minh Châu không thay đổi ở chiều mua tại mức 48.910.000/lượng và tăng 20.000/lượng chiều bán lên mức 49.150.000/lượng. Mức chênh lệch mua bán tăng lên 240.000/lượng
Giá vàng tại PNJ không thay đổi so với hôm qua, mua vào bán ra ở mức 48.840.000 và 49.150.000/lượng. Chênh lệch mua bán duy trì ở 310.000/lượng
Tại Phú Quý, giá vàng mua vào ở mức 48.900.000/lượng và bán ra ở mức 49.200.000/lượng, giảm 50.000/lượng cả 2 chiều. Giá chênh lệch mua vào bán ra duy trì ở 300.000/lượng
Giá vàng niêm yết mua vào bán ra tại DOJI lần lượt là 48.900.000 và 49.150.000/lượng, không thay đổi chiều mua và tăng 20.000/lượng chiều bán. Giá chênh lệch mua vào bán ra là 250.000/lượng

Giá vàng thế giới

Giá vàng giao ngay ở mức 1.762,1 USD/oz, tăng 0,8 USD/oz, tương đương 0,05% so với chốt phiên trước.
Giá vàng ngày 26/6 tăng mạnh chủ yếu do thị trường chứng khoán ngày 25/6 chìm trong sắc đỏ khi giới đầu tư rời bỏ cổ phiếu trước lo ngại làn sóng dịch Covid thứ 2 sẽ bùng phát, nhấn chìm các nỗ lực phục hồi kinh tế."
